format(new Date(), 'yyyyMMdd	HH:mm:ss')	18d9f4fa-2ca6-4a27-9ac7-9b7ce5b13c37	GET	undefined	/
20240606	23:10:37	2890743b-8cb9-4735-a4a9-bac0a82a2890	GET	http://localhost:5173	/refresh
20240606	23:10:37	5dae3f00-7475-451d-b9ca-2622e8988fc6	GET	http://localhost:5173	/user
20240606	23:10:38	c8561c95-97b2-4e29-b1ac-a26c5490890e	GET	http://localhost:5173	/user
20240606	23:10:38	585fcbcb-2fef-448e-a6aa-002a3a90f184	GET	http://localhost:5173	/refresh
20240606	23:10:38	b5270743-d618-4780-af99-63be65115d99	GET	http://localhost:5173	/refresh
20240606	23:10:38	fe175ef9-9192-4c53-bb79-1e24fde06a50	GET	http://localhost:5173	/user
20240606	23:10:39	9447ca9b-8b5f-416e-b0f8-00a275ceeef4	GET	http://localhost:5173	/user
20240606	23:10:39	551959d4-2b3b-4f7c-97cc-e91eca03e94d	GET	http://localhost:5173	/refresh
20240606	23:10:39	a05b30a5-6367-4b13-8ba7-093bf2c9a987	GET	http://localhost:5173	/refresh
20240606	23:10:39	d127a044-cf31-4648-994e-8ba270be561c	OPTIONS	http://localhost:5173	/user
20240606	23:10:39	e13fedb8-8eaf-4a90-94f8-4d1f526f517d	GET	http://localhost:5173	/user
20240606	23:10:39	8a652fc8-4781-4965-a39f-523d03f135cd	OPTIONS	http://localhost:5173	/user
20240606	23:10:40	5f42aa06-3a7d-4461-bec9-6e5e68f3d1e3	GET	http://localhost:5173	/user
20240606	23:11:56	6955c133-1de6-4a6d-ad31-8991c5955d11	GET	http://localhost:5173	/refresh
20240606	23:11:56	60c17da6-5747-4ed6-b437-4379fb33ea45	GET	http://localhost:5173	/refresh
20240606	23:11:56	38dc1f76-a08c-40e2-8d99-0c6541f41ce9	OPTIONS	http://localhost:5173	/user
20240606	23:11:56	7d2337bc-02d1-498e-b95d-dc283442d3d0	OPTIONS	http://localhost:5173	/user
20240606	23:11:56	80273069-da12-49c7-a5ad-ef03886f3ef4	GET	http://localhost:5173	/user
20240606	23:11:56	f4c800f4-919b-4029-9768-1e373705ce5b	GET	http://localhost:5173	/user
20240606	23:11:57	a1876a87-293d-4b87-b8a1-334c36391ed2	GET	http://localhost:5173	/refresh
20240606	23:11:57	15f66bd1-3183-4e6e-ac28-ef3f64273f78	GET	http://localhost:5173	/refresh
20240606	23:11:57	cf59056b-4f7e-4b78-abc9-163920ca57c4	GET	http://localhost:5173	/user
20240606	23:11:58	82436e2a-b06a-4833-a772-2507fe01b7cf	GET	http://localhost:5173	/user
20240606	23:15:07	6239709a-aa9c-4969-9928-59d42276b137	OPTIONS	http://localhost:5173	/user
20240606	23:15:07	2cc5ce7d-eaa3-4f70-82fd-ae4291ec0de9	GET	http://localhost:5173	/user
20240606	23:15:07	9b87e5d3-7534-4cec-b88e-53a923bde625	GET	http://localhost:5173	/user
20240606	23:15:08	64ade21b-f8e5-4de1-bff9-ce11559e8baf	GET	http://localhost:5173	/refresh
20240606	23:15:08	1584e5ae-1bef-4f91-b116-aacab7f53733	GET	http://localhost:5173	/refresh
20240606	23:15:08	aecbdb66-8549-4e22-b258-f12943461479	GET	http://localhost:5173	/user
20240606	23:15:08	55cac250-a549-40a3-947f-4ee8c9f338af	GET	http://localhost:5173	/user
20240606	23:15:15	849f5b13-ae94-4249-928c-bd22d9fb4508	OPTIONS	http://localhost:5173	/user
20240606	23:15:15	724f3850-dfa6-47ff-80f4-4abda182a381	OPTIONS	http://localhost:5173	/user
20240606	23:15:15	70cce1a0-babc-4c01-9d59-df252a1a5dd3	GET	http://localhost:5173	/user
20240606	23:15:15	06789c3b-aef5-431d-8830-22627c23581b	GET	http://localhost:5173	/user
20240606	23:15:16	73ec4426-6e9a-4c65-ba7d-5fb839676ec5	GET	http://localhost:5173	/refresh
20240606	23:15:16	3af9a60c-ecc2-48cd-9bf9-262480a7e367	GET	http://localhost:5173	/refresh
20240606	23:15:16	0cac566d-5971-440a-9e91-2d2a0efbc8c7	GET	http://localhost:5173	/user
20240606	23:15:16	75a072b2-a013-4914-a6a1-d3880385feab	GET	http://localhost:5173	/user
20240606	23:15:17	ebae90b5-59e0-4d73-a238-434cff16bc4b	GET	http://localhost:5173	/refresh
20240606	23:15:17	3e73f01e-8329-438d-9291-4c38a1cda61e	GET	http://localhost:5173	/refresh
20240606	23:15:17	9d3b51a5-cfab-420c-ac1a-6857139facce	GET	http://localhost:5173	/user
20240606	23:15:17	dac8ffe7-76b3-4627-a510-d88346ba199f	GET	http://localhost:5173	/user
20240606	23:15:18	61660676-5684-4c16-83b6-bf7ba1efddc1	GET	http://localhost:5173	/refresh
20240606	23:15:18	58dc4156-b545-4c6b-b960-b8549fb4d3ec	GET	http://localhost:5173	/refresh
20240606	23:15:18	34743d46-9101-4b3a-b3bb-bc6185bb29bf	GET	http://localhost:5173	/user
20240606	23:15:18	e40a170c-d536-496b-89d7-f39a48cc3d8d	GET	http://localhost:5173	/user
20240606	23:15:20	d826e409-dfee-4d1d-9cd7-3b0b03740cf6	OPTIONS	http://localhost:5173	/user
20240606	23:15:20	fbb82763-9d27-41e5-adb4-143b44149df3	OPTIONS	http://localhost:5173	/user
20240606	23:15:20	858c7c12-aeb4-4d7b-bea5-d4f5316be5e7	GET	http://localhost:5173	/user
20240606	23:15:21	8a453c2b-daae-4b6a-94f1-b9c3f83fc099	GET	http://localhost:5173	/user
20240606	23:16:39	3fd3b252-861d-481d-b938-0793979048b5	GET	http://localhost:5173	/refresh
20240606	23:16:39	af4d147d-4787-4dd3-9d6d-43ce1b04b333	GET	http://localhost:5173	/refresh
20240606	23:16:39	f8755735-6438-4e53-bd89-65031bc809f7	GET	http://localhost:5173	/refresh
20240606	23:16:39	d95c6c03-e208-4adb-9408-5b4804b2291b	GET	http://localhost:5173	/refresh
20240606	23:16:58	76c090e3-a8b6-47a5-914f-bbe1608a69a3	GET	http://localhost:5173	/refresh
20240606	23:16:58	49e37710-56fe-48dd-823f-6c425c0d7300	GET	http://localhost:5173	/refresh
20240606	23:16:58	3b693613-28eb-43d7-a8be-32ef4de42c53	GET	http://localhost:5173	/refresh
20240606	23:16:58	15a84571-0ced-4140-ac81-1840a1747fcf	OPTIONS	http://localhost:5173	/user
20240606	23:16:58	25122b4a-c074-40d6-ac7e-f61fc7264930	OPTIONS	http://localhost:5173	/user
20240606	23:16:58	2dadc37a-367b-40ef-a386-84bafbb3f77f	GET	http://localhost:5173	/user
20240606	23:16:58	036c8947-1503-42e5-9186-8b618ff8ad7d	GET	http://localhost:5173	/refresh
20240606	23:16:58	d5761666-a33e-4d6a-a504-d6bb5c206408	GET	http://localhost:5173	/user
20240606	23:16:59	341bd6c5-1944-4d0c-b3d9-da27cae05050	GET	http://localhost:5173	/user
20240606	23:16:59	b3866840-3229-43b3-8eb6-fede97c3aafa	GET	http://localhost:5173	/user
20240606	23:17:57	969e8e7c-5dc7-4fdc-b124-814c71132d47	GET	http://localhost:5173	/refresh
20240606	23:17:57	693c6585-f982-45fb-ac37-f9bbb11ea88b	GET	http://localhost:5173	/refresh
20240606	23:17:57	89421114-0260-4739-aecb-17645a0f0154	GET	http://localhost:5173	/refresh
20240606	23:17:57	265d20e5-e42e-4771-86c0-0d1f907c76eb	GET	http://localhost:5173	/refresh
20240606	23:18:08	6b32abe4-9ed8-443f-9119-0f0214528231	GET	http://localhost:5173	/refresh
20240606	23:18:09	21c7183c-76ae-40c8-a137-45ebd6a1a6c1	GET	http://localhost:5173	/refresh
20240606	23:18:09	cf08463a-c6e7-4d05-b5bc-012ec066a57d	GET	http://localhost:5173	/refresh
20240606	23:18:09	4f396312-e114-4b01-a836-aedf53ca0579	OPTIONS	http://localhost:5173	/user
20240606	23:18:09	48a07086-1cac-46ae-819d-4c31be05c30a	OPTIONS	http://localhost:5173	/user
20240606	23:18:09	2b3d4abd-a095-42af-9ba4-3c3b8a2b206d	GET	http://localhost:5173	/user
20240606	23:18:09	4af692d3-7b61-4a6a-8e15-60ca0ebec10a	GET	http://localhost:5173	/refresh
20240606	23:18:09	bb5ebaad-2c00-4604-9569-80e384d45c66	GET	http://localhost:5173	/user
20240606	23:18:09	af90925f-c8de-42df-a215-7d7e6991b4cb	GET	http://localhost:5173	/refresh
20240606	23:18:09	067badea-7f6a-4e89-9615-b15da53e406d	GET	http://localhost:5173	/user
20240606	23:18:10	8ce63d77-098b-4447-b6f8-eb087862472c	GET	http://localhost:5173	/user
20240606	23:21:41	5d94fcbd-6a9f-4180-bb04-2a2d5ae03c75	GET	http://localhost:5173	/refresh
20240606	23:21:41	d524cfde-6d34-44a6-a42c-56e045a20ce6	GET	http://localhost:5173	/refresh
20240606	23:21:42	385c8c03-8f65-43b1-8f75-59a92465d04d	OPTIONS	http://localhost:5173	/user
20240606	23:21:42	00f2f722-ac6c-4c1d-bc17-d8b5c2507547	OPTIONS	http://localhost:5173	/user
20240606	23:21:42	23f780b3-eeef-4ef5-9efa-79b72eac2021	GET	http://localhost:5173	/user
20240606	23:21:42	5586de42-170b-4f22-9e0c-5371cd852f60	GET	http://localhost:5173	/user
20240606	23:21:42	a3ea91f1-da02-4197-b83e-f3c392dd9fbe	GET	http://localhost:5173	/refresh
20240606	23:21:42	abe8c257-d3af-4e4f-9f9c-559496b17010	GET	http://localhost:5173	/refresh
20240606	23:21:42	6dbb9c10-62d0-4a04-a21e-4889424c1dcb	GET	http://localhost:5173	/user
20240606	23:21:42	ac5b4121-a68a-458a-a35e-83e3085e3e24	GET	http://localhost:5173	/user
20240606	23:21:49	ab200308-cef6-4c6a-bcbd-ab750f7d7097	GET	http://localhost:5173	/refresh
20240606	23:21:49	0fb8bea5-889d-4524-abde-3ae8f4b3d9f8	GET	http://localhost:5173	/refresh
20240606	23:21:50	2d10cd32-805e-4db4-85c1-a79678b3f01a	GET	http://localhost:5173	/refresh
20240606	23:21:50	e5291a51-53a0-4363-a4da-72a0e4543bb5	GET	http://localhost:5173	/refresh
20240606	23:21:56	1875e37c-bd01-4c5f-97f5-53aa27f35394	GET	http://localhost:5173	/refresh
20240606	23:21:56	bd7f7061-9c75-4389-ab26-5dfff3ce5758	GET	http://localhost:5173	/refresh
20240606	23:21:56	21d2d436-c6f3-4932-986a-bfc88f0d44bb	GET	http://localhost:5173	/refresh
20240606	23:21:56	d4beea57-a56b-4cb1-97bc-8051be201206	OPTIONS	http://localhost:5173	/user
20240606	23:21:56	bc02a6f4-7e8a-4d3e-b07b-8fd085cd3b47	OPTIONS	http://localhost:5173	/user
20240606	23:21:56	3a282c88-10a7-4600-999e-ef9d40d96718	GET	http://localhost:5173	/user
20240606	23:21:56	02dc1778-d8c7-4cd1-b25c-009f4a45ba1f	GET	http://localhost:5173	/refresh
20240606	23:21:56	7cf000e8-56d7-4f80-8dce-a2791dd0e02b	GET	http://localhost:5173	/user
20240606	23:21:56	6b93e334-12cf-44c4-bd21-48591087c017	GET	http://localhost:5173	/user
20240606	23:21:57	ab8a6427-513f-4be8-bd7f-4f3ad27b99ad	GET	http://localhost:5173	/user
20240606	23:22:09	657ba3f9-b4f1-4355-b4dd-2f3303b00941	GET	http://localhost:5173	/refresh
20240606	23:22:09	b1f08098-c601-42f4-9e73-9bf7f24a788c	GET	http://localhost:5173	/refresh
20240606	23:22:09	37a5e713-553d-4880-988d-9aeb32e63f92	GET	http://localhost:5173	/refresh
20240606	23:22:09	71ec64d3-10ec-43bd-b038-402053fcee40	OPTIONS	http://localhost:5173	/user
20240606	23:22:09	fb430b59-d133-4d77-857f-b5c42019ff9c	OPTIONS	http://localhost:5173	/user
20240606	23:22:09	9b5ec011-1a19-407d-a9da-c50ce3e10024	GET	http://localhost:5173	/user
20240606	23:22:09	ebf47db5-22a0-43b7-bb94-3fb2ad73fbb4	GET	http://localhost:5173	/refresh
20240606	23:22:09	3d062a4a-2823-458c-b357-aac40eaa2ad3	GET	http://localhost:5173	/user
20240606	23:22:10	a5a96a35-bbca-4b18-a59f-17655269293c	GET	http://localhost:5173	/user
20240606	23:22:10	44750387-e8f1-4db5-ba6a-e38d9210beff	GET	http://localhost:5173	/user
20240606	23:22:42	abcbdbff-8cd8-4a58-861c-d0d0a544185f	GET	http://localhost:5173	/refresh
20240606	23:22:43	6cb8cac4-f8e4-4bba-88f5-41b3e157b188	GET	http://localhost:5173	/refresh
20240606	23:22:43	ea3f67d5-a671-404e-b583-a3a679fc47b4	OPTIONS	http://localhost:5173	/user
20240606	23:22:43	515cea03-f473-4134-b209-3387a2b8d3a3	OPTIONS	http://localhost:5173	/user
20240606	23:22:43	ddc36de7-05d2-47b1-b3e1-87abe33e0a95	GET	http://localhost:5173	/user
20240606	23:22:43	3cab8f71-c8fb-440a-8f97-adc51ea9db23	GET	http://localhost:5173	/refresh
20240606	23:22:43	8975aae4-9023-4006-aa77-f6e76f1712e4	GET	http://localhost:5173	/user
20240606	23:22:43	9f88be81-2852-4011-8ee0-d77525d8a39d	GET	http://localhost:5173	/refresh
20240606	23:22:43	51bd6a64-ba42-4896-aab7-48cefa4db924	GET	http://localhost:5173	/refresh
20240606	23:22:43	4f32c76b-319d-4988-848c-6ac0bdb208b2	GET	http://localhost:5173	/user
20240606	23:22:44	2a281338-81a2-4fa9-a928-91381b0b38dc	GET	http://localhost:5173	/user
20240606	23:25:39	f1ab71b4-6b76-4d1c-a9b7-bb2eee7c438f	GET	http://localhost:5173	/refresh
20240606	23:25:39	f9f299f1-f62e-43dc-afa5-9d410f54728d	GET	http://localhost:5173	/refresh
20240606	23:25:39	946c2e07-d9f3-465a-aa93-14b06e05d128	OPTIONS	http://localhost:5173	/user
20240606	23:25:39	34d51254-6ca5-4338-8511-426dec256374	OPTIONS	http://localhost:5173	/user
20240606	23:25:39	fc738934-9c37-4bc5-9cab-433a1a60877d	GET	http://localhost:5173	/user
20240606	23:25:39	5c49b721-41b0-445c-bdd8-19b49fe3a3dc	GET	http://localhost:5173	/user
20240606	23:25:40	4935df69-768a-460b-8674-be02de535d38	GET	http://localhost:5173	/logout
20240607	11:49:17	801cd680-2f5d-4f74-bad1-9f5cb6c5db7e	POST	undefined	/auth
20240607	11:49:19	bde35ea5-8390-43b2-86d0-f1aca9ca6379	POST	undefined	/email
20240607	11:51:25	94dd7117-8360-4d37-a4dd-3c85a209560e	POST	undefined	/login
20240607	11:51:57	36ea99e7-a499-49e9-9936-c6805f5d0ce1	POST	undefined	/auth
20240607	11:51:57	0fb441ef-d55f-4f55-888f-859724d3e93b	POST	undefined	/email
20240607	11:53:24	d60e73c0-604a-4e6b-b1e6-f484a04a6616	POST	undefined	/auth
20240607	11:53:24	e51c4c6c-8b77-4932-a49e-51247f0702f9	POST	undefined	/email
20240607	11:59:30	55f39f62-1dd2-4dcb-b15d-b1096e65c15d	POST	undefined	/auth
20240607	11:59:30	4fc938be-1cc1-48db-b225-abda5952676e	POST	undefined	/email
20240607	12:01:51	ca4b664a-554d-4168-8393-d929456c87e4	POST	undefined	/auth
20240607	12:01:51	6db50b4c-facf-4198-87e5-bffd771cd96d	POST	undefined	/email
20240607	12:02:58	eb2a3156-9d7a-4fc5-a16d-f48f5d49a21a	POST	undefined	/auth
20240607	12:02:59	cb28932b-c271-418b-b3fc-a1ad88b523e9	POST	undefined	/email
20240607	12:16:30	52a38bda-c572-42ce-9308-eedafc02f230	POST	undefined	/auth
20240607	12:16:31	89570ba3-e996-4153-87ef-53e7102fdec3	POST	undefined	/email
20240607	12:16:53	ccd3094d-e4d7-41bf-9191-93d90d16801f	POST	undefined	/auth
20240607	12:17:04	e70ff274-afc3-4c66-bbfb-ec9ba53f8446	GET	undefined	/email
20240607	12:17:48	7f94b611-4f30-4552-ac08-ba0016669d78	POST	undefined	/auth
20240607	12:17:48	b9622686-152d-4679-9eaa-1d447db3b0cd	POST	undefined	/email
20240607	12:17:53	f9a9744a-173f-4328-b6f2-e5f353f9c811	GET	undefined	/email
20240607	12:38:59	35206403-c315-43cf-a09e-98ed8484f3d8	POST	undefined	/auth
20240607	12:39:09	c1aa481a-b0aa-4f03-9698-e9fae92feca6	GET	undefined	/log
20240607	12:42:21	0813f69a-f44e-44fe-90b1-57bfee3ae74f	GET	undefined	/email
20240607	15:31:20	340005f0-2998-493f-8df5-6a9496a32a30	GET	http://localhost:5173	/refresh
20240607	15:31:20	62795593-9435-4666-aa02-29df8b0a47b6	GET	http://localhost:5173	/refresh
20240607	15:31:28	ae9343ac-e2ad-48c3-8a86-d06f7f19840f	OPTIONS	http://localhost:5173	/auth
20240607	15:31:28	132729ed-3966-436d-b591-4b24156d25e5	POST	http://localhost:5173	/auth
20240607	15:31:28	3f805092-77cb-42b9-9a89-caeba7dc926f	OPTIONS	http://localhost:5173	/user
20240607	15:31:28	c0997209-ada8-4e33-bf50-41bf832b0db6	OPTIONS	http://localhost:5173	/user
20240607	15:31:28	d966b5f2-118a-43f4-ba15-3636bde076ad	GET	http://localhost:5173	/user
20240607	15:31:28	5470fac7-798b-4ec5-9aa9-329cee761305	GET	http://localhost:5173	/user
20240607	15:31:31	4f5ee103-ecee-47f3-9b75-0d4885d3eba4	GET	http://localhost:5173	/logout
20240607	15:31:40	e5b78e70-678e-4ae5-9122-34b9195b8319	OPTIONS	http://localhost:5173	/auth
20240607	15:31:40	0d3fbb13-e35b-4b80-b503-bc52d79f4cad	POST	http://localhost:5173	/auth
20240607	15:31:41	8a488268-4793-40ef-bf25-70e87404ba8c	OPTIONS	http://localhost:5173	/user
20240607	15:31:41	9d89a955-fa96-4b72-98a0-e82b64691181	OPTIONS	http://localhost:5173	/user
20240607	15:31:41	9eaa3384-df70-455c-b9ae-ed70021c0b49	GET	http://localhost:5173	/user
20240607	15:31:41	48507125-4b0f-4133-9565-ba0027bc5a7d	GET	http://localhost:5173	/user
20240607	15:31:46	b7e628ef-191a-4f87-b314-b581cd4eb8f0	OPTIONS	http://localhost:5173	/user
20240607	15:31:46	e414b392-d676-4df0-815a-e50dad932ecd	OPTIONS	http://localhost:5173	/user
20240607	15:31:46	abb8b548-1d37-497c-b416-fb1f0bacf774	GET	http://localhost:5173	/user
20240607	15:31:47	735f5ba7-620b-4b07-bb31-c2b527bb9d43	GET	http://localhost:5173	/user
20240607	15:32:48	76e96e3d-d6de-41d7-98a6-09d463eeb092	POST	undefined	/auth
20240607	15:32:59	0184181d-78d1-4eb7-8e98-ab6ab6ccc181	GET	undefined	/log
20240607	15:44:16	0cad1090-6c65-4c3a-9015-4fa03d2f71e6	GET	undefined	/log/device/mac/count
20240607	15:44:33	dfd5268a-02a5-43de-bad2-d50f94224e59	POST	undefined	/auth
20240607	15:44:42	650f851d-3753-4820-8da3-6f3d0b9a48c7	GET	undefined	/log/device/mac/count
20240607	15:45:03	2a6b3e03-0e04-49b3-9a94-297cbfd9a0ef	GET	undefined	/log/device/mac/count
20240607	15:45:03	b9cb7e04-7470-44e4-b74e-4f6b90f4d9bc	GET	undefined	/log/device/mac/count
20240607	15:45:45	69defaef-9c8c-4b67-ab4f-6683ef71eefa	GET	undefined	/log/device/mac/count
20240607	15:45:45	3953aa19-b9d2-4f3d-b3f1-210beba5fe4a	GET	undefined	/log/device/mac/count
20240607	15:46:07	dcf2d80f-eead-49d0-ab86-6e7ddc2a8c4b	GET	undefined	/log/device/mac/count
20240607	15:47:56	74ad81f7-8b58-4185-a420-6c60d17f4730	GET	undefined	/log/device/mac/count
20240607	15:47:57	744cd6c6-54f5-4fcc-9c60-9454b236c2b4	GET	undefined	/log/device/mac/count
20240607	15:48:28	ea3e3a12-fe78-427a-bb12-1f2e634e33b8	GET	undefined	/log/device/mac/count
20240607	15:48:32	88ad8e41-6006-4523-97eb-316071c1822a	GET	undefined	/log/device/a/count
20240607	15:48:41	f4f4f179-d553-4a5e-9ebc-db020536c33c	GET	undefined	/log/device/windows/count
20240607	15:49:31	3c55a3b5-a936-4c66-a5c9-3517e27f6a6e	GET	undefined	/log/device/windows/count
20240607	15:50:47	25f93967-86a7-4128-a768-23c219adf00f	GET	undefined	/log/device/windows/count
20240607	15:50:55	2f40d179-a9c4-4951-b48e-842f6cfbf907	POST	undefined	/auth
20240607	15:51:04	3216135a-1b9f-49f5-88d2-932746eea235	GET	undefined	/log/device/windows/count
20240607	15:51:53	b32867be-93a5-49cd-9243-e5e6210ab594	GET	undefined	/log/device/windows/count
20240607	15:52:17	fec70c93-1c62-4c1e-a811-37acec70b328	GET	undefined	/log/device/windows/count
20240607	15:52:18	d1ec290d-def5-46cb-9314-b054c96141bb	GET	undefined	/log/device/windows/count
20240607	15:52:19	9742566f-480f-49de-a625-9b316303035f	GET	undefined	/log/device/windows/count
20240607	15:53:23	423f3691-bd88-4783-81d2-472c7ab2da18	GET	undefined	/log/device/windows/count
20240607	15:53:52	4b33e9d0-7cde-4c5f-b599-b5a79fd953ab	GET	undefined	/log/device/windows/count
20240607	15:54:25	7e2275b3-e192-4ffb-ae31-17da331fc6dd	GET	undefined	/log/device/windows/count
20240607	15:54:29	9e073114-1c7e-4c46-ac98-267f3caef7b0	GET	undefined	/log/device/mac/count
20240607	15:57:35	ceefe0bf-8684-4a80-ba02-b29fa8474569	POST	undefined	/auth
20240607	15:57:36	e3b14a6f-20e2-44d2-adcb-108516785376	POST	undefined	/log
20240607	15:57:52	4549b667-011b-47f2-bdd3-3ae5dd1225c1	GET	undefined	/log/device/windows/count
20240607	15:57:59	c4689839-d04b-4fce-b682-c3c18cd3ebc1	POST	undefined	/auth
20240607	15:58:09	839a515c-f806-4d6b-b674-8d6953e7f738	GET	undefined	/log/device/windows/count
20240607	15:59:33	7e6c8b19-24b3-46d7-8661-776eb3f69579	GET	undefined	/log/device/windows/count
20240607	15:59:36	07a10243-66f2-4270-a476-0d1a0bb1bae8	GET	undefined	/log/device/a/count
20240607	15:59:39	03608ab1-f2d3-4dc3-81c4-e3291bb574fd	GET	undefined	/log/device/windows/count
20240607	16:00:53	9e216297-22bb-403b-b2d2-c6118f6a74fc	POST	undefined	/auth
20240607	16:01:09	ed36fd34-a93c-4701-a900-9b33dbc8e1b6	GET	undefined	/email
20240607	16:02:14	f3d43e4c-ff58-47a8-8fc3-d6da31a324d9	GET	http://localhost:5173	/refresh
20240607	16:02:14	e10611cd-dae6-4858-aa41-671f1d64cdf5	GET	http://localhost:5173	/refresh
20240607	16:02:19	e952bf21-7823-4a88-9399-e699c48aa433	OPTIONS	http://localhost:5173	/auth
20240607	16:02:19	bf2c7ea4-c578-4262-9cf1-2da5214711e8	POST	http://localhost:5173	/auth
20240607	16:02:19	74d170c5-32dd-4635-8fa5-b0e8e17949d8	OPTIONS	http://localhost:5173	/user
20240607	16:02:19	e046ebe3-ce8b-4a7c-bcd4-8e2c9179ccf1	OPTIONS	http://localhost:5173	/user
20240607	16:02:19	3feb4367-8ddd-4745-883f-4dad95fcb6b9	GET	http://localhost:5173	/user
20240607	16:02:19	77a00c03-e38f-4d95-9a3c-969435d45259	GET	http://localhost:5173	/user
20240607	16:04:29	82f06430-69d4-4ccb-9f19-8b4ef699a134	OPTIONS	http://localhost:5173	/user
20240607	16:04:29	22772979-aae7-40da-ae05-36fb7240f848	GET	http://localhost:5173	/user
20240607	16:04:34	7efcffce-ea81-4d5a-90de-070cd70e0dcf	GET	http://localhost:5173	/user
20240607	16:05:08	3da7919d-5ebc-4129-9c4f-2bb98e4be875	OPTIONS	http://localhost:5173	/user
20240607	16:05:08	ae91d32d-26d0-4a3e-a61c-8e20c6b2ee58	GET	http://localhost:5173	/user
20240607	16:05:14	ec4998c3-590a-45e9-8bf8-3cc70ffacfc1	OPTIONS	http://localhost:5173	/user
20240607	16:05:14	ba67f15c-0a87-482e-a78b-9faf06c34bd1	GET	http://localhost:5173	/user
20240607	16:05:55	1e6807cc-4ab9-40e0-b1ac-dea9f5f11484	OPTIONS	http://localhost:5173	/user
20240607	16:05:55	37b4a5e7-53cb-401e-a488-ee37b7506854	GET	http://localhost:5173	/user
20240607	16:05:57	b3485c54-1d65-4a07-a283-fac463bc8288	GET	http://localhost:5173	/user
20240607	16:06:03	f791cd96-74a6-4728-a34a-fd9dd021a4f0	OPTIONS	http://localhost:5173	/user
20240607	16:06:03	4cd2a1f6-8214-4991-b2d3-52e35dfcdba9	GET	http://localhost:5173	/user
20240607	16:06:07	5ba9ccc9-1333-4f0d-863a-185f0a78092c	GET	http://localhost:5173	/user
20240607	16:06:12	998e706e-6928-47d1-bdde-f26a4a6e3392	OPTIONS	http://localhost:5173	/user
20240607	16:06:12	c419acec-ad68-490e-9ff6-6287a2428fc6	GET	http://localhost:5173	/user
20240607	16:06:16	a627356a-c500-4cff-99bb-5e0f1e887d24	GET	http://localhost:5173	/user
20240607	16:06:22	89becc54-ac7a-40c0-ae15-5086bd9d6389	OPTIONS	http://localhost:5173	/user
20240607	16:06:22	94c488af-01b0-4a1b-8d0e-a8cd56e3eb47	GET	http://localhost:5173	/user
20240607	16:06:26	75a1ce9c-d3fd-47ad-9c1f-ecc14a85db80	GET	http://localhost:5173	/user
20240607	16:08:10	ec5fc0aa-b0ed-4f96-a0a0-8997d67c83dc	OPTIONS	http://localhost:5173	/user
20240607	16:08:10	d1d6908a-f8f2-4a52-bc0c-0ceecfb4f625	OPTIONS	http://localhost:5173	/user
20240607	16:08:10	02fb7bef-0b44-4a5e-b3fc-4c8132fa49c7	GET	http://localhost:5173	/user
20240607	16:08:10	05481a6f-3a68-41fc-8c57-1128d55485d7	GET	http://localhost:5173	/user
20240607	16:08:15	2fa70114-8f1c-4cf9-9353-82afb43a25b2	GET	http://localhost:5173	/user
20240607	16:08:15	457582bd-8435-4bc8-aa00-1bae0f16d036	GET	http://localhost:5173	/user
20240607	16:08:24	c6800302-c9b5-48c9-9ea5-fb865379140c	OPTIONS	http://localhost:5173	/user
20240607	16:08:24	c5d67334-9429-496b-8309-56efcfd24f8f	OPTIONS	http://localhost:5173	/user
20240607	16:08:24	524ad163-3418-4de3-bc99-22e3164ef19b	GET	http://localhost:5173	/user
20240607	16:08:24	6ae25ed6-d84c-4b11-926e-df5fa1f52a86	GET	http://localhost:5173	/user
20240607	16:08:44	bd28136b-05b6-464c-94f9-6949fee402ab	OPTIONS	http://localhost:5173	/user
20240607	16:08:44	23face33-3b46-433e-af46-b372cb45847a	GET	http://localhost:5173	/user
20240607	16:08:55	76286cee-9666-4b65-9301-73244f983f1d	OPTIONS	http://localhost:5173	/user
20240607	16:08:55	274ea7e8-dd77-4c63-8d1a-d9f4798c849a	GET	http://localhost:5173	/user
20240607	16:09:03	59ce40c5-d2ec-46df-8474-21e7093a923b	OPTIONS	http://localhost:5173	/user
20240607	16:09:03	ba58224b-84ae-4ab6-8d30-e859accd04a2	GET	http://localhost:5173	/user
20240607	16:09:06	4a574617-fb2f-4268-9678-fdbb3de63343	GET	http://localhost:5173	/user
20240607	16:09:09	835fbdcd-f7a6-4513-bd7a-4e584b4198af	OPTIONS	http://localhost:5173	/user
20240607	16:09:09	2feb343f-9e9f-4601-b666-2b37fa2d4778	GET	http://localhost:5173	/user
20240607	16:09:11	ae8aa243-29df-4042-a1d2-9ed395696bdb	GET	http://localhost:5173	/user
20240607	16:09:17	8571dd85-21cc-4d51-a3ba-24b612fffe62	OPTIONS	http://localhost:5173	/user
20240607	16:09:17	143cd1a2-c4c6-4e64-8fce-63c8a9b7b428	GET	http://localhost:5173	/user
20240607	16:09:21	5239faf3-dd95-450f-953c-e2ce5d03761e	GET	http://localhost:5173	/user
20240607	16:11:21	7794b375-0226-4e41-8333-0c6388507e54	OPTIONS	http://localhost:5173	/user
20240607	16:11:21	dcc918fd-08c3-4cab-b8e4-90faff5107c2	GET	http://localhost:5173	/user
20240607	16:11:21	5553a3a0-4e4d-4570-a5bb-353009ab7dd1	OPTIONS	http://localhost:5173	/user
